sentence	start	end	text_name	words	chars
Muussa tapauksessa närkästyivät.	70778	70810	jarnefelt1916a	2	32
Muussa tapauksessa uhkasi rangaista koko luokan.	51575	51623	jarnefelt1913a	5	48
Muut kalat lienevät päässeet menemään.	191892	191930	lehtonen1910a	4	38
Muut lapset pyörivät Topin perästä.	643458	643493	lehtonen1910a	4	35
Muut lapset telmävät namustouhuissaan.	561212	561250	lehtonen1910a	3	38
Muut naiset lähtivät tekemään kylpyvastoja.	738875	738918	lehtonen1910a	4	43
Muuta ei hän hetkeen sano.	454726	454752	lehtonen1910a	4	26
Muuta ei Malakias kerrokaan.	653555	653583	lehtonen1910a	3	28
Muuta minä aioinkin sinulle tässä jutella.	767125	767167	lehtonen1910a	5	42
Muuta tuli siihen lisäksi.	156415	156441	canth1886a	3	26
Muutamat pysähtyivät uteliaina.	86984	87015	canth1886a	2	31
Muutamien välissä on melkoinen rako.	262528	262564	lehtonen1910a	4	36
Muuten me ajetaan halikkoon.	188892	188920	lehtonen1910a	3	28
Muuten on neiti istunut peräsimessä.	530842	530878	lehtonen1910a	4	36
Muuttaa takin, tulevat ruokasaliin.	94420	94455	jarnefelt1913a	3	35
Mykkinä seisoivat ristit lyhyine kirjoituksineen.	237894	237943	canth1886a	4	49
Myöhemmällä vasta valitsee kukin omansa.	163288	163328	canth1886a	4	40
Myöskin Aapelin on pakko kuukistaa niskaansa.	699472	699517	lehtonen1910a	5	45
Myrskyää viikkoja.	782192	782210	lehtonen1910a	1	18
Myyväthän herrat itsekin.	64738	64763	lehtonen1910a	2	25
Näen ristikon läpi kolkan nukkuvata kaupunkia.	63771	63817	jarnefelt1913a	5	46
Näes, kuinka ottaa apteekkarikin talrikilleen.	110753	110799	canth1886a	4	46
Näetkös, tuolla puiston päässä tuon kioskin.	261554	261598	lehtonen1910a	5	44
Nähdä vaivaa?	765824	765837	lehtonen1910a	1	13
Näin alussa.	701616	701628	lehtonen1910a	1	12
Näin haastelee Saara osittain tuolle miehelle.	261184	261230	lehtonen1910a	5	46
Näin hänet eräässä tilaisuudessa hännystakki yllä.	150717	150767	jarnefelt1916a	5	50
Näin Jöije.	117084	117095	jarnefelt1916a	1	11
Näin kertovat vanhat.	267688	267709	lehtonen1910a	2	21
Näin kylmällä.	187812	187826	canth1886a	1	14
Näin päättyi Jöijen myöhempi kertomus.	96990	97028	jarnefelt1916a	4	38
Näin paljoa ei niitä ole vaivaistalolla.	74069	74109	lehtonen1910a	5	40
Näin vähän oli Suomen kansalla sanomista.	85458	85499	jarnefelt1913a	5	41
Näin vilahtaa mummon päässä.	316335	316363	lehtonen1910a	3	28
Nainen se on.	265704	265717	lehtonen1910a	2	13
Naisen ei ole.	250437	250451	jarnefelt1916a	2	14
Naisenkin nimiä on verannan seinässä.	589133	589170	lehtonen1910a	4	37
Naisten tahdosta se on tapahtunut.	148145	148179	canth1886a	4	34
Näitä ajatellen läksin huoneestani ihmisiä tavoittelemaan.	221590	221648	jarnefelt1916a	5	58
Näkee kummakseen ja haikeudekseen.	781070	781104	lehtonen1910a	3	34
Näki kaikki heidät erikseen.	128154	128182	pakkala1895a	3	28
Näki rannalla Jopin.	432602	432622	lehtonen1910a	2	20
Nälkäkin veisaa jälleen kurria Malakiaksen mahassa.	666187	666238	lehtonen1910a	5	51
Nämä ovat maksaneet satakymmentäviisi markkaa.	25047	25093	pakkala1895a	4	46
Nämä perustelut vain naurattivat Jöijeä.	101172	101212	jarnefelt1916a	4	40
Nämä pyysivät minua piiaksi.	623283	623311	lehtonen1910a	3	28
Nanna oli kuin irti päästetty.	128545	128575	pakkala1895a	4	30
Nanna oli niin kaunis.	117685	117707	pakkala1895a	3	22
Nanna tuli iloiseksi.	127332	127353	pakkala1895a	2	21
Nannasta tuntui hyvälle, kun sai nukkua.	129116	129156	pakkala1895a	5	40
Närkästyi, kun käskin tuomaan puita liiteristä.	591582	591629	lehtonen1910a	5	47
Narkissos, suloutunut Narkissos, olisiko sinuna?	73235	73283	kilpi1903a	4	48
Narkissosta katselee Antinous, Narkissosta marmorissa.	72884	72938	kilpi1903a	4	54
Narri olin, että niitä istuttelin.	773627	773661	lehtonen1910a	4	34
Naurahtaa vain, että olkootpa vaikka sammakonmädissä.	201586	201639	lehtonen1910a	5	53
Naurahtikin jo.	748089	748104	lehtonen1910a	1	15
Nauroi vain.	268941	268953	jarnefelt1916a	1	12
Näytäs, minä laitan sinulle päänaluista.	76736	76776	canth1886a	4	40
Näytti aivan kamalalta.	112083	112106	lassila1910a	2	23
Ne ei saanovat.	114844	114859	jarnefelt1913a	2	15
Ne eivät koskaan kyllästytä tyttölaumaa.	8790	8830	jarnefelt1913a	4	40
Ne eivät pyörähtele eivätkä kääntelehdi.	178927	178967	lehtonen1910a	4	40
Ne olisi herätettävä.	225955	225976	lehtonen1910a	2	21
Ne olivat hänestä korkeita lumikinoksia.	126018	126058	pakkala1895a	4	40
Ne olivat jotain uusia koivuja.	80718	80749	jarnefelt1916a	4	31
Ne olivat porsaineen.	336065	336086	lehtonen1910a	2	21
Ne olivat ruvenneet rahoja jakelemaan, varastettuja.	676766	676818	lehtonen1910a	5	52
Ne olivat sittenkin paremmat.	112643	112672	pakkala1895a	3	29
Ne olivat vakavat.	134340	134358	canth1886a	2	18
Ne ovat kuin jääkarhun käpälät.	369445	369476	lehtonen1910a	4	31
Ne ovat myrkyllisiä elukkeita.	211637	211667	lehtonen1910a	3	30
Ne ovat nyt äidin suuressa nyytissä.	432357	432393	lehtonen1910a	5	36
Ne ovat tehneet ihmeitä.	214944	214968	lehtonen1910a	3	24
Ne ovatkin Martin varsan kulkuset.	254891	254925	jarnefelt1916a	4	34
Ne pilvet haihtuvat taivaalta.	181124	181154	lehtonen1910a	3	30
Ne pistävät ja imevät.	118321	118343	lehtonen1910a	3	22
Ne rahat kuitenkin jo loppuvat.	52394	52425	lehtonen1910a	4	31
Ne renkaat tyyntyvät ja hälvenevät.	12690	12725	lehtonen1910a	4	35
Ne ruskeanahkaiset ja matalat kengät.	134358	134395	lehtonen1910a	4	37
Ne ryyppäsi.	753373	753385	lehtonen1910a	1	12
Ne sieraimet paistavat punertavina.	101646	101681	lehtonen1910a	3	35
Ne suhisevat ja soivat yhtenä säveleenä.	118344	118384	lehtonen1910a	5	40
Ne tuprahtavat sieltä täältä, kaikkialta.	118098	118139	lehtonen1910a	4	41
Ne ulottuvat monen saran ylitse.	12143	12175	lehtonen1910a	4	32
Ne verenpuhdistustipat jäivät ostamatta.	281447	281487	lehtonen1910a	3	40
Ne ympäröivät aterialla istuvien päitä.	118281	118320	lehtonen1910a	4	39
Neiti asettuu kermapullo kädessä perään.	575017	575057	lehtonen1910a	4	40
Neiti ihmettelee.	567523	567540	lehtonen1910a	1	17
Neiti kiitti lämpöisesti.	739217	739242	lehtonen1910a	2	25
Neiti kuuntelee, ihmettelee ja hymyilee mielessään.	696695	696746	lehtonen1910a	5	51
Neiti meni hälisten keittiön läpi sisään.	359650	359691	lehtonen1910a	5	41
Nekään eivät vaikuttaneet mitään.	126490	126523	canth1886a	3	33
Neljäkymmentä syvää kuoppaa.	587973	588001	lehtonen1910a	2	28
Neljäs asema lähdettyä.	3014	3037	jarnefelt1913a	2	23
Ni panimaju.	114763	114775	jarnefelt1913a	1	12
Niiden alla kasvaa hyvä nurmi.	181309	181339	lehtonen1910a	4	30
Niiden lisäksi oli joukko heinäkuormia.	271182	271221	lassila1910a	4	39
Niiden määiskelyn kuulee imettävä emälammas navetalla.	689193	689247	lehtonen1910a	5	54
Niiden pitää pullistua ulos nahkasta.	717516	717553	lehtonen1910a	4	37
Niiden pitää syödä ja rinkua.	203068	203097	lehtonen1910a	4	29
Niiden tuoksu täytti tuvan.	7242	7269	lassila1910a	3	27
Niiden tyynyjen keskelle Muttinen istuutuu.	600343	600386	lehtonen1910a	4	43
Niiden väliin vetää Käkriäinen veneen tiukasti.	797684	797731	lehtonen1910a	5	47
Niidenkin hiljainen läpätys vaikenee jo melkein.	469511	469559	lehtonen1910a	5	48
Niillä ansioilla ostettuja kelloja.	407824	407859	lehtonen1910a	3	35
Niillä oli hauska ja hyvä olla.	108520	108551	pakkala1895a	5	31
Niin aikuisetkin.	131601	131618	lehtonen1910a	1	17
Niin alkoivat parata vanhat arvet.	293562	293596	lassila1910a	4	34
Niin ei ole ollut aina asianlaita.	544043	544077	lehtonen1910a	5	34
Niin että päästään lähtemään.	159420	159449	lehtonen1910a	3	29
Niin haaveilee Käkriäinen.	390648	390674	lehtonen1910a	2	26
Niin hän aina sanoi.	78793	78813	pakkala1895a	3	20
Niin hän teki entisestä tottumuksesta.	333220	333258	lehtonen1910a	4	38
Niin hävytön se on.	281684	281703	lehtonen1910a	3	19
Niin he juttelevat.	309297	309316	lehtonen1910a	2	19
Niin he tekivätkin.	63360	63379	lassila1910a	2	19
Niin huusi Topi isälleen.	75739	75764	lehtonen1910a	3	25
Niin hyvästi vinttasi.	65226	65248	lehtonen1910a	2	22
Niin istuivat he ia odottivat molemmat.	83250	83289	lassila1910a	5	39
Niin jatkoivat he vähin erin.	230406	230435	lassila1910a	4	29
Niin juteltuaan eroavat isä ja poika.	217588	217625	lehtonen1910a	5	37
Niin katselee, jos on hameita näkyvillä.	300450	300490	lehtonen1910a	5	40
Niin kaunis lapsi.	218619	218637	canth1886a	2	18
Niin kova on se aihe.	501940	501961	lehtonen1910a	4	21
Niin kuluivat pitkät ajat.	348416	348442	lehtonen1910a	3	26
Niin kymmenisen minuuttia.	216430	216456	lehtonen1910a	2	26
Niin kysyy pikku Sanelma.	221624	221649	lehtonen1910a	3	25
Niin lupasi Juutas.	75173	75192	lehtonen1910a	2	19
Niin luulisi.	133218	133231	jarnefelt1913a	1	13
Niin me arkipäiväiset ihmiset ainakin ajattelemme.	118314	118364	jarnefelt1916a	5	50
Niin menee hetki.	762979	762996	lehtonen1910a	2	17
Niin menee kymmenen minuuttia.	379239	379269	lehtonen1910a	3	30
Niin menee pari minuuttia.	609138	609164	lehtonen1910a	3	26
Niin menee pieniä hetkiä.	730770	730795	lehtonen1910a	3	25
Niin minä  ainakin luulen.	119910	119936	jarnefelt1913a	4	26
Niin mitenkäkö se sitten oli?	750914	750943	lehtonen1910a	4	29
Niin ne vihelsivät kuin pyypillit.	213176	213210	lehtonen1910a	4	34
Niin oli herra rähissyt.	622454	622478	lehtonen1910a	3	24
Niin olivat isäntämiehet sitä keitelleet, mokomaa.	751347	751397	lehtonen1910a	5	50
Niin oltiinkin.	91056	91071	pakkala1895a	1	15
Niin on hiljaista.	318742	318760	lehtonen1910a	2	18
Niin on ladon seinämällä päätetty.	616997	617031	lehtonen1910a	4	34
Niin on muka äiti käskenyt.	535209	535236	lehtonen1910a	4	27
Niin on yhä nukuttanut.	94050	94073	lehtonen1910a	3	23
Niin ovat ruvenneet sanomaan.	785677	785706	lehtonen1910a	3	29
Niin päästään vetämään heiniä.	518344	518374	lehtonen1910a	3	30
Niin pistää sisulleni.	491487	491509	lehtonen1910a	2	22
Niin pitäisi.	74387	74400	jarnefelt1913a	1	13
Niin saisi Jopikin kahvia.	435982	436008	lehtonen1910a	3	26
Niin sanoi Mauno varmasti luvaten.	618605	618639	lehtonen1910a	4	34
Niin sanoo Leukko ja tahtoo.	168428	168456	lehtonen1910a	4	28
Niin se ajoi, lupitti.	52014	52036	lehtonen1910a	3	22
Niin se asia on mennyt.	321341	321364	lehtonen1910a	4	23
Niin se on.	185156	185167	lehtonen1910a	2	11
Niin sen henki haisi vielä laivassa.	430904	430940	lehtonen1910a	5	36
Niin tahdon muistaa Putkinotkoa.	784448	784480	lehtonen1910a	3	32
Niin tapaus juoksi kuin vanhaa latuaan.	53374	53413	pakkala1895a	5	39
Niin tekee mieli.	102577	102594	lehtonen1910a	2	17
Niin teki Ullakin.	88649	88667	pakkala1895a	2	18
Niin tekivät viime kesänäkin.	38941	38970	lehtonen1910a	3	29
Niin tulee kitkaton löyly, herralle.	565463	565499	lehtonen1910a	4	36
Niin tuntui Jussin mielestä.	130895	130923	lassila1910a	3	28
Niin valahtuu ihminen kuin metsäksi ympärillä.	7984	8030	kilpi1903a	5	46
Niin, eivät koskaan, eivät koskaan.	5965	6000	jarnefelt1913a	4	35
Niin, ja sitten tynämenttiä.	564103	564131	lehtonen1910a	3	28
Niin, ketut pääsevät tupaan.	26435	26463	lehtonen1910a	3	28
Niin, kuuluu kirous, ja kauhea karjaisu.	76423	76463	lehtonen1910a	5	40
Niin, minulla on aavistus.	98513	98539	jarnefelt1913a	3	26
Niin, missä on Malakias, Käkriäisen esikoinen?	164937	164983	lehtonen1910a	5	46
Niin, niin ruokaa.	278443	278461	lehtonen1910a	2	18
Niin, niin: kuhilas pellolla, tuli tuvassa.	695304	695347	lehtonen1910a	5	43
Niin, Tolstoiko?	119782	119798	jarnefelt1913a	1	16
Niine hattuineen.	339533	339550	lehtonen1910a	1	17
Niinhän ne Ananiaksellekin olivat puhuneet koulussa.	359390	359442	lehtonen1910a	5	52
Niinhän se on vielä tänäpäivänä.	48093	48125	jarnefelt1913a	4	32
Niinkuin ääretön liikkumattomuus selkenee ihmisen tunteeksi.	54638	54698	kilpi1903a	5	60
Niinkuin ammuttuina.	311020	311040	lehtonen1910a	1	20
Niinkuin ennen takavuosina kissantappajaksi.	391656	391700	lehtonen1910a	3	44
Niinkuin karhu se mormottaa.	48815	48843	lehtonen1910a	3	28
Niinkuin karhu talvella.	47742	47766	lehtonen1910a	2	24
Niinkuin kaunista unta.	127821	127844	lehtonen1910a	2	23
Niinkuin keinuvasti liukuu tunnelmakseen.	42875	42916	kilpi1903a	3	41
Niinkuin liuenneena sulaa yllesi.	32849	32882	kilpi1903a	3	33
Niinkuin notkea, notkeneva taipumus kulkee jäseniänsä.	26559	26613	kilpi1903a	5	54
Niinkuin on vuosi vuodelta muuttunut ilkeämmäksi.	545961	546010	lehtonen1910a	5	49
Niinpä hän puolittain ratsastaa kätkyellä.	682591	682633	lehtonen1910a	4	42
Niinpä saattaakin Saara niitä lainata.	133148	133186	lehtonen1910a	4	38
Niissä heille oli lohdutusta.	222387	222416	canth1886a	3	29
Niissä paloi synkkä, uhkaava tuli.	77536	77570	canth1886a	4	34
Niistä säteilee ihanasti palava hohde.	521420	521458	lehtonen1910a	4	38
Niistähän se laituri syntyy.	538507	538535	lehtonen1910a	3	28
Niitä emme voi välttää.	83168	83191	canth1886a	3	23
Niitä menee hän huvikseen katselemaan.	232388	232426	lehtonen1910a	4	38
Niitä oikeita pelkkiä ihmisiä: aina lystikkäitä.	766975	767023	lehtonen1910a	5	48
Niitä on hilattava lisää.	628615	628640	lehtonen1910a	3	25
Niitä on niin paljon.	214610	214631	lehtonen1910a	3	21
Niitä on siellä monenlaisia.	287723	287751	lehtonen1910a	3	28
Niitä on suurempiakin, melkein lantun kokoisia.	196993	197040	lehtonen1910a	5	47
Niitä toi Rosina Potamiasta.	489992	490020	lehtonen1910a	3	28
Niityllä on hiljaista.	222559	222581	lehtonen1910a	2	22
Nimiä eivät olleet saaneet tietää.	62290	62324	jarnefelt1913a	4	34
Nimistä ei hänkään ollut saanut tietoa.	62524	62563	jarnefelt1913a	5	39
Nipistää housunsauman kohdalta ja ravistaa lahkeesta.	146910	146963	lehtonen1910a	5	53
Njiin?	115689	115695	jarnefelt1913a	0	6
Njut kaaikki hjuvä.	117092	117111	jarnefelt1913a	2	19
No eihän se.	278462	278474	lehtonen1910a	2	12
No hyve-e-e-e ilta-a-a-a.	94029	94054	jarnefelt1913a	2	25
No ja kaivakaa.	5250	5265	jarnefelt1913a	2	15
No niin.	775318	775326	lehtonen1910a	1	8
No niin.	12979	12987	jarnefelt1913a	1	8
No on sitä Ihalainen kerrakseen.	295955	295987	lassila1910a	4	32
No oteltiin siinä.	61703	61721	lassila1910a	2	18
No sanokaa, sanokaa.	42214	42234	jarnefelt1916a	2	20
No, ehkäpä sinä puhut jullilleen?	666724	666757	lehtonen1910a	4	33
No, heitä ei kuumuus kammota.	23263	23292	lehtonen1910a	4	29
No, kas nyt taas.	117560	117577	canth1886a	3	17
No, kuka siellä taas tulee?	98667	98694	canth1886a	4	27
No, Kuula, mite teme ny on?	99598	99625	jarnefelt1913a	5	27
No, maistahan, maista.	95380	95402	jarnefelt1913a	2	22
No, mite teme on?	94550	94567	jarnefelt1913a	3	17
No, nähdäänhän.	427188	427203	lehtonen1910a	1	15
No, onpas sinulla into reissuun.	155375	155407	lehtonen1910a	4	32
No, suoraan sanoen, en tiedä.	778470	778499	lehtonen1910a	4	29
Noiden lasten tähden.	74942	74963	lehtonen1910a	2	21
Noihin vaivaisiin kinttuihisi.	492940	492970	lehtonen1910a	2	30
Nolopa tässä nyt on Käkriäisen olla.	365227	365263	lehtonen1910a	5	36
Noo, ja siinäkö kaikki?	119933	119956	canth1886a	3	23
Nosti päänsä pystyyn ja suoristi, hartioitaan.	176622	176668	canth1886a	5	46
Nosti siinä toisen jalkansakin aidan rakoon.	388404	388448	lehtonen1910a	5	44
Nousee äkkiä istualtaan.	107738	107762	jarnefelt1913a	2	24
Nousee ylös ja heiluttelee käsivarsiaan.	504693	504733	lehtonen1910a	4	40
Nousin, kuljin huomaamatta heidän ohitsensa.	194567	194611	jarnefelt1916a	4	44
Nousipa nyt käsi korvalliselle.	149667	149698	lassila1910a	3	31
Nouti haulikkonsa tuvasta.	510355	510381	lehtonen1910a	2	26
Nu ja miitä?	107212	107224	jarnefelt1913a	2	12
Nujertaa hänet.	496960	496975	lehtonen1910a	1	15
Nukuttaa niinkuin muukin työ.	95494	95523	lehtonen1910a	3	29
Nuo mahtavat kirjat, Cervantes, Rabelais, Tolstoi.	766779	766829	lehtonen1910a	5	50
Nuo Rosinan kengätkin kiljuvat kuin mitkä.	282802	282844	lehtonen1910a	5	42
Nuoremmat puukhollarit ovat taempana apteekissa.	273621	273669	lehtonen1910a	4	48
Nuori olet, tee työtä, sanovat.	27540	27571	canth1886a	4	31
Nuori paroonitar oli komea, ylhäissukuinen, mielevä.	128251	128303	jarnefelt1916a	5	52
Nuori vielä.	243108	243120	lehtonen1910a	1	12
Nuoruuden rakkaus leimahti hänessä.	57723	57758	lassila1910a	3	35
Nuuskivat nokkaansa kaikki hänen kuljeskelunsa.	65405	65452	lehtonen1910a	4	47
Nykyisiä tuttujani ei allekirjoittaja voinut olla.	139164	139214	jarnefelt1916a	5	50
Nymark ja Alma menivät ulos verannalle.	147154	147193	canth1886a	5	39
Nymark katseli häntä ja kieritteli huulipartaansa.	201895	201945	canth1886a	5	50
Nymark kohotti keppiään.	143018	143042	canth1886a	2	24
Nymark nauroi.	184750	184764	canth1886a	1	14
Nymark odotti häntä salissa.	162205	162233	canth1886a	3	28
Nymark oli kerskaillut hyvästä kauneuden-aististaan.	169439	169491	canth1886a	4	52
Nymark puhutteli talonväkeä.	199932	199960	canth1886a	2	28
Nymark sanoi jäähyväiset ja läksi.	155610	155644	canth1886a	4	34
Nymark taas olisi yönhaltijana.	185025	185056	canth1886a	3	31
Nymark vetäisi sen lähemmäksi.	170807	170837	canth1886a	3	30
Nyrkinkö kokoisia?	196955	196973	lehtonen1910a	1	18
Nyt alan juosta, keveämpi ollakseni.	126512	126548	jarnefelt1913a	4	36
Nyt ei meillä enää ole hätää.	227075	227104	canth1886a	5	29
Nyt en enää halua.	780800	780818	lehtonen1910a	3	18
Nyt en missään tapauksessa sinua auta.	162028	162066	canth1886a	5	38
Nyt erottaa Ananias miehen naaman.	528800	528834	lehtonen1910a	4	34
Nyt hälistään hetki herroja vastaan.	453457	453493	lehtonen1910a	4	36
Nyt hän katsoo ällistellen naisiin.	723982	724017	lehtonen1910a	4	35
Nyt hän kumminkin tuli.	127557	127580	canth1886a	3	23
Nyt hän matkii kaikua.	84900	84922	lehtonen1910a	3	22
Nyt hän muistaa jokaisen kivenkin.	262943	262977	lehtonen1910a	4	34
Nyt hän nousee ja kättelee Rosinaa.	304576	304611	lehtonen1910a	5	35
Nyt hän on jo melkein valmis.	106363	106392	lehtonen1910a	5	29
Nyt hän raivostuu.	174085	174103	lehtonen1910a	2	18
Nyt hän ymmärsi nuo katseet.	192605	192633	canth1886a	4	28
Nyt he menevät perätysten rannalle.	647885	647920	lehtonen1910a	4	35
Nyt he soutavat edelleen.	795135	795160	lehtonen1910a	3	25
Nyt huomaa Jopi, ettei Malakiasta näy.	152678	152716	lehtonen1910a	5	38
Nyt huomaa pikku Jopi moottorin.	535357	535389	lehtonen1910a	4	32
Nyt jatkoivat he taas Kenosen kehumista.	268487	268527	lassila1910a	5	40
Nyt jo illat pimenevät.	670173	670196	lehtonen1910a	3	23
Nyt jo mammankin täytyy se myöntää.	141926	141961	jarnefelt1916a	5	35
Nyt Jöije tuli oikein intoihinsa.	58973	59006	jarnefelt1916a	4	33
Nyt juoksuttaa Rosina sille maitovatia aitasta.	42421	42468	lehtonen1910a	5	47
Nyt käy juttu jo rauhallisemmin.	561351	561383	lehtonen1910a	4	32
Nyt kiskoo hän juurineen pois seipäätkin.	383843	383884	lehtonen1910a	5	41
Nyt kuuluu airojen vingahtelua.	658339	658370	lehtonen1910a	3	31
Nyt kuuluukin Malakiaksen ääni aittojen takaa.	76323	76369	lehtonen1910a	5	46
Nyt Lyygia huomaa.	540031	540049	lehtonen1910a	2	18
Nyt näen vihdoin Jöijeni.	185153	185178	jarnefelt1916a	3	25
Nyt näkyy piha.	214108	214123	jarnefelt1916a	2	15
Nyt nauroivat kaikki.	621197	621218	lehtonen1910a	2	21
Nyt ne alkavat illat pimetä.	306316	306344	lehtonen1910a	4	28
Nyt ne hajuvedet ovat haihtuneet.	467091	467124	lehtonen1910a	4	33
Nyt nousee hän portaita.	558588	558612	lehtonen1910a	3	24
Nyt nousee suuri hälinä.	18911	18935	jarnefelt1916a	3	24
Nyt nuolaisevat liekit kivijalan rappauksen mustaksi.	507368	507421	lehtonen1910a	5	53
Nyt olen myöhästynyt, ajattelin.	12662	12694	jarnefelt1916a	3	32
Nyt oli heillä piiputkin matkassa.	228274	228308	lassila1910a	4	34
Nyt oli Jussi kiitollinen Antille.	128856	128890	lassila1910a	4	34
Nyt oli mitta täysi.	24158	24178	jarnefelt1913a	3	20
Nyt olisi Rosinan pyydettävä niitä verenpuhdistustippoja.	279028	279085	lehtonen1910a	5	57
Nyt ollaan Putkinotkossa ruokalevolla.	465266	465304	lehtonen1910a	3	38
Nyt on hattu syvällä toisella korvallisella.	331687	331731	lehtonen1910a	5	44
Nyt on Hurja jätetty kotiin.	791946	791974	lehtonen1910a	4	28
Nyt on riita valmis.	100875	100895	lehtonen1910a	3	20
Nyt on tullut sinun vuorosi.	139090	139118	jarnefelt1913a	4	28
Nyt ovat Hankoniemessä.	6162	6185	jarnefelt1913a	2	23
Nyt ovat kengät ihan entisellä paikallaan.	594503	594545	lehtonen1910a	5	42
Nyt piti Käkriäisen puuhata rivakasti.	526367	526405	lehtonen1910a	4	38
Nyt punertaa vastaranta.	626939	626963	lehtonen1910a	2	24
Nyt rientää Käkriäinen jo mäen harjalla.	524099	524139	lehtonen1910a	5	40
